Timestamp,Open,High,Low,Price,Volume
2026-01-02 20:00:00,3127.21,3127.77,3120.83,3120.88,1.4982
2026-01-02 20:30:00,3118.04,3127.51,3116.23,3118.93,1.2
2026-01-02 21:00:00,3117.7,3125.47,3116.55,3118.25,0.6328
2026-01-02 21:30:00,3123.82,3132.43,3119.78,3131.24,2.3541
2026-01-02 22:00:00,3130.26,3143.17,3127.04,3135.0,14.7508
2026-01-02 22:30:00,3136.6,3141.59,3129.92,3135.56,0.387
2026-01-02 23:00:00,3127.33,3139.64,3127.05,3131.33,0.191
2026-01-02 23:30:00,3125.82,3130.83,3123.09,3123.09,1.8453
2026-01-03 00:00:00,3126.54,3132.22,3121.55,3130.09,0.7884
2026-01-03 00:30:00,3134.11,3135.61,3124.66,3131.75,5.1958
2026-01-03 01:00:00,3131.76,3131.76,3123.78,3126.2,0.873
2026-01-03 01:30:00,3130.5,3131.36,3127.02,3131.36,0.4519
2026-01-03 02:00:00,3128.83,3133.25,3115.63,3130.79,1.0209
2026-01-03 02:30:00,3124.06,3129.48,3123.63,3127.93,2.8766
2026-01-03 03:00:00,3129.54,3129.54,3120.62,3122.69,2.0842
2026-01-03 03:30:00,3122.35,3129.45,3122.35,3128.37,7.1016
2026-01-03 04:00:00,3126.09,3131.26,3117.08,3121.08,0.4288
2026-01-03 04:30:00,3122.73,3122.73,3115.0,3117.24,2.1586
2026-01-03 05:00:00,3118.27,3119.81,3104.53,3108.76,8.0553
2026-01-03 05:30:00,3107.38,3110.88,3106.25,3110.85,2.5187
2026-01-03 06:00:00,3110.82,3118.71,3110.8,3110.8,5.5511
2026-01-03 06:30:00,3108.19,3108.32,3099.24,3099.24,8.3588
2026-01-03 07:00:00,3098.75,3109.74,3078.88,3085.29,8.9884
2026-01-03 07:30:00,3083.08,3095.19,3083.08,3093.93,10.2832
2026-01-03 08:00:00,3095.37,3100.41,3090.0,3100.41,0.0613
2026-01-03 08:30:00,3100.41,3103.87,3093.11,3093.26,0.383
2026-01-03 09:00:00,3099.19,3101.49,3097.24,3097.24,0.0386
2026-01-03 09:30:00,3102.04,3105.45,3099.79,3099.79,0.055
2026-01-03 10:00:00,3100.96,3103.47,3100.96,3101.36,0.0284
2026-01-03 10:30:00,3102.8,3105.03,3102.8,3105.03,0.0125
2026-01-03 11:00:00,3099.27,3099.71,3097.81,3098.81,0.0785
2026-01-03 11:30:00,3098.57,3100.99,3098.57,3100.99,0.0145
2026-01-03 12:00:00,3099.51,3101.56,3094.88,3101.56,0.0913
2026-01-03 12:30:00,3098.48,3110.13,3098.48,3102.02,0.0905
2026-01-03 13:00:00,3108.61,3110.04,3103.64,3108.12,0.0152
2026-01-03 13:30:00,3108.12,3108.12,3108.12,3108.12,0.0
2026-01-03 14:00:00,3109.17,3110.49,3104.34,3110.49,1.0894
2026-01-03 14:30:00,3113.02,3113.02,3106.06,3106.06,0.0869
2026-01-03 15:00:00,3104.67,3108.88,3104.67,3108.12,1.6033
