Timestamp,Open,High,Low,Price,Volume
2025-10-14 20:30:00,112888.48,112950.05,112682.73,112925.22,0.12308
2025-10-14 21:00:00,112949.96,112949.96,112682.46,112941.99,0.03779
2025-10-14 21:30:00,112941.84,113174.53,112732.07,113081.18,0.24332
2025-10-14 22:00:00,113317.19,113500.0,113162.97,113486.61,0.02953
2025-10-14 22:30:00,113355.41,113355.41,112800.11,113100.0,0.17776
2025-10-14 23:00:00,113381.35,113481.48,113300.77,113476.21,0.09012
2025-10-14 23:30:00,113302.89,113476.57,113055.15,113055.15,0.03473
2025-10-15 00:00:00,113355.98,113355.98,112682.17,112682.17,0.02322
2025-10-15 00:30:00,113009.89,113129.5,112649.96,112700.48,0.83417
2025-10-15 01:00:00,112700.63,113195.0,112392.43,112995.42,2.22862
2025-10-15 01:30:00,112952.03,113250.0,112392.82,113086.67,3.35862
2025-10-15 02:00:00,113063.95,113608.99,112691.3,113554.99,1.82272
2025-10-15 02:30:00,113554.99,114174.16,112950.11,112950.11,2.11267
2025-10-15 03:00:00,113422.24,114144.37,112199.5,112680.9,2.30772
2025-10-15 03:30:00,112680.74,113641.65,111936.14,112545.16,1.3564
2025-10-15 04:00:00,112637.54,112682.15,112050.02,112682.15,0.95751
2025-10-15 04:30:00,112077.89,113602.76,112077.89,112683.87,0.40237
2025-10-15 05:00:00,112631.24,112631.26,112315.58,112315.58,0.39814
2025-10-15 05:30:00,112315.61,114000.0,112251.72,113005.45,1.30548
2025-10-15 06:00:00,112415.63,114144.37,112083.27,112083.46,1.18614
2025-10-15 06:30:00,112083.8,112590.12,112000.05,112155.13,0.41411
2025-10-15 07:00:00,112590.12,113602.76,112195.75,112755.76,0.9764
2025-10-15 07:30:00,112682.43,114144.37,112638.49,113055.15,0.90806
2025-10-15 08:00:00,113054.53,114005.78,112755.75,113283.96,0.15729
2025-10-15 08:30:00,113283.84,115000.0,113066.47,113801.16,0.9498
2025-10-15 09:00:00,113543.14,114797.48,112493.03,112962.79,2.14283
2025-10-15 09:30:00,112963.46,114174.16,112459.97,112851.3,0.95727
2025-10-15 10:00:00,112837.13,114250.95,112588.08,112682.16,1.10525
2025-10-15 10:30:00,112682.15,114588.1,112372.64,112682.16,1.05834
2025-10-15 11:00:00,112682.16,114112.83,111960.0,112533.68,1.45783
2025-10-15 11:30:00,112525.18,112525.18,111960.24,111960.41,0.00349
2025-10-15 12:00:00,112429.01,112841.8,111876.25,112306.7,0.74346
2025-10-15 12:30:00,112305.63,112920.57,111631.29,111936.24,1.33439
2025-10-15 13:00:00,112307.87,112920.57,111620.72,112210.29,1.76733
2025-10-15 13:30:00,111721.8,112723.72,111018.0,111910.67,0.82473
2025-10-15 14:00:00,111910.55,112559.16,111345.09,112558.16,0.7757
2025-10-15 14:30:00,111940.4,112682.15,111000.0,111869.63,0.91858
2025-10-15 15:00:00,111190.14,111978.05,110772.42,111190.18,0.72579
2025-10-15 15:30:00,111190.24,111936.14,110720.32,111187.47,1.97464
2025-10-15 16:00:00,111186.9,111188.29,110712.59,111182.83,0.03891
2025-10-15 16:30:00,111186.17,111186.53,110662.84,111099.51,0.38823
2025-10-15 17:00:00,111089.99,111478.41,110192.0,110400.41,1.87241
2025-10-15 17:30:00,110815.88,111293.24,110324.16,110879.07,0.79384
2025-10-15 18:00:00,111293.24,112199.49,110946.75,111293.29,1.35336
2025-10-15 18:30:00,111709.96,111936.12,111113.96,111237.48,2.23432
2025-10-15 19:00:00,111755.57,111755.57,111112.62,111213.05,1.28555
2025-10-15 19:30:00,111563.11,111936.11,111111.18,111936.11,1.07656
2025-10-15 20:00:00,111931.75,111931.76,111190.13,111190.13,0.26904
2025-10-15 20:30:00,111111.11,112251.72,110844.19,111321.81,0.52042
2025-10-15 21:00:00,111321.81,111784.36,110844.18,110846.4,0.55763
2025-10-15 21:30:00,111190.12,112083.27,110817.12,111190.0,1.84845
2025-10-15 22:00:00,111189.6,111936.13,111000.0,111829.45,0.59878
2025-10-15 22:30:00,111199.17,111654.58,110757.33,111188.68,2.57627
2025-10-15 23:00:00,111188.14,112392.12,110750.32,111509.22,1.11874
2025-10-15 23:30:00,111478.41,112547.76,110706.12,111188.73,2.54297
2025-10-16 00:00:00,111188.68,111188.69,110647.83,110666.35,1.77967
2025-10-16 00:30:00,110666.94,111214.0,110465.09,110749.93,3.96911
2025-10-16 01:00:00,110478.74,111190.11,110373.0,110525.15,13.11399
2025-10-16 01:30:00,110525.6,111321.69,110525.6,110888.34,34.03586
2025-10-16 02:00:00,111313.28,111563.08,110922.68,111533.82,37.80065
2025-10-16 02:30:00,111154.15,111582.19,111111.12,111580.03,42.08206
2025-10-16 03:00:00,111197.0,111721.8,111196.99,111288.37,34.28956
2025-10-16 03:30:00,111288.87,111849.93,111113.01,111127.96,28.47548
2025-10-16 04:00:00,111128.04,111503.55,110841.0,111159.32,13.42219
2025-10-16 04:30:00,111159.37,111478.0,110647.53,111164.39,7.55876
2025-10-16 05:00:00,110700.76,111161.27,110700.76,111123.91,0.02881
2025-10-16 05:30:00,111119.92,111413.74,110708.74,110709.18,1.2825
2025-10-16 06:00:00,111143.54,111190.13,110810.75,111190.13,0.36434
2025-10-16 06:30:00,111414.73,111685.71,111152.1,111458.88,0.0701
2025-10-16 07:00:00,111701.62,111701.62,110817.12,110817.12,0.07626
2025-10-16 07:30:00,110757.48,111100.25,110626.66,110626.66,0.02164
2025-10-16 08:00:00,110932.52,110932.52,110324.23,110715.7,0.47602
2025-10-16 08:30:00,110708.98,110789.09,110701.75,110789.06,0.07821
2025-10-16 09:00:00,110786.96,110817.12,110783.77,110816.53,0.06799
2025-10-16 09:30:00,110898.37,111478.41,109687.6,111422.55,1.25146
2025-10-16 10:00:00,111058.13,111578.85,111058.12,111569.13,0.04755
2025-10-16 10:30:00,111281.14,111577.24,111281.14,111539.69,0.03966
2025-10-16 11:00:00,111572.82,111572.82,111190.13,111190.13,0.14131
2025-10-16 11:30:00,110905.32,111234.56,110905.32,111234.56,0.11404
2025-10-16 12:00:00,111449.26,111935.62,111013.45,111718.26,0.11327
2025-10-16 12:30:00,111277.59,111703.67,111277.59,111293.93,0.02137
2025-10-16 13:00:00,111670.77,111670.78,110941.17,111230.69,0.11569
2025-10-16 13:30:00,111192.95,111392.21,110757.33,110757.33,0.29613
2025-10-16 14:00:00,110750.93,111049.09,109735.43,109974.75,0.39734
2025-10-16 14:30:00,110391.23,111414.54,110391.23,110978.26,0.13214
2025-10-16 15:00:00,110946.26,110946.26,109925.94,110276.62,0.23881
2025-10-16 15:30:00,109926.41,110233.32,108421.01,108806.15,2.29786
2025-10-16 16:00:00,108805.25,108861.74,107969.45,107971.16,3.6775
2025-10-16 16:30:00,107971.0,109123.45,107659.69,109123.45,0.90554
2025-10-16 17:00:00,109250.35,109250.35,108347.43,108951.64,0.76646
2025-10-16 17:30:00,108951.34,108951.34,108270.85,108610.08,0.27911
2025-10-16 18:00:00,108223.98,108578.12,107703.04,107790.0,0.10261
2025-10-16 18:30:00,108097.31,108594.09,107939.54,108594.09,0.16794
2025-10-16 19:00:00,108649.1,108710.78,107764.24,108119.9,0.56835
2025-10-16 19:30:00,107758.38,108578.76,107676.73,108574.68,0.33007
2025-10-16 20:00:00,108505.65,108505.65,107833.16,107833.16,0.22532
2025-10-16 20:30:00,107833.09,108151.92,107518.4,107584.07,1.41566
2025-10-16 21:00:00,107987.92,108206.09,107606.05,108191.45,0.06944
2025-10-16 21:30:00,108100.01,108410.81,108100.01,108410.79,0.23431
2025-10-16 22:00:00,108410.82,108572.59,108100.0,108100.0,0.41816
2025-10-16 22:30:00,108004.35,108199.73,107833.1,107833.1,0.62779
2025-10-16 23:00:00,107833.1,108530.63,107800.0,108528.95,1.1368
2025-10-16 23:30:00,108475.76,108475.76,107996.02,107998.02,0.01506
2025-10-17 00:00:00,108288.43,108420.3,107911.15,108418.96,0.15305
2025-10-17 00:30:00,108563.1,108780.55,108126.79,108779.71,0.0931
2025-10-17 01:00:00,108780.55,109100.63,108579.15,109079.71,0.17948
2025-10-17 01:30:00,108934.84,108934.84,108445.68,108445.68,0.15655
2025-10-17 02:00:00,108867.14,108867.14,108318.06,108324.65,0.24108
2025-10-17 02:30:00,108605.56,109099.96,108321.1,109099.91,0.46645
2025-10-17 03:00:00,108639.51,109114.59,108639.51,109101.81,0.37466
2025-10-17 03:30:00,109100.46,109167.93,108813.94,109102.74,0.19271
2025-10-17 04:00:00,109123.45,109215.88,108993.56,109050.0,0.12902
2025-10-17 04:30:00,109049.88,109049.88,108790.55,109017.18,0.22485
2025-10-17 05:00:00,108791.29,109013.73,108720.51,108964.02,0.02697
2025-10-17 05:30:00,108722.34,108950.36,108407.18,108407.18,0.27103
2025-10-17 06:00:00,108604.06,108604.06,107859.75,107859.75,0.13904
2025-10-17 06:30:00,107833.12,107910.09,106729.91,106731.78,2.58938
2025-10-17 07:00:00,107016.68,107016.68,106208.76,106208.76,1.67624
2025-10-17 07:30:00,106209.15,106209.15,105623.0,105623.0,0.40723
2025-10-17 08:00:00,105623.0,105800.56,104678.08,104888.44,2.09669
2025-10-17 08:30:00,105475.87,105655.63,104760.55,105138.98,0.18861
2025-10-17 09:00:00,105138.65,105470.28,104760.76,104931.48,0.42564
2025-10-17 09:30:00,104931.68,105575.18,104662.0,104662.0,0.65199
2025-10-17 10:00:00,104666.11,105015.76,103800.0,104205.03,0.65951
2025-10-17 10:30:00,103904.92,104849.06,103904.92,104849.06,1.14751
2025-10-17 11:00:00,104912.42,106651.28,104596.87,106572.46,0.34044
2025-10-17 11:30:00,106366.56,106366.56,105573.0,105573.0,0.10878
2025-10-17 12:00:00,105849.1,106090.02,105570.84,105570.84,0.99901
2025-10-17 12:30:00,105500.0,105791.03,105277.73,105590.57,0.87257
2025-10-17 13:00:00,105301.79,105597.08,104988.69,105594.62,0.76441
2025-10-17 13:30:00,105287.95,106192.12,105000.0,106186.64,0.32308
2025-10-17 14:00:00,105816.51,106081.13,105000.24,105440.5,0.18611
2025-10-17 14:30:00,105000.0,105709.7,104678.08,105035.23,3.97907
2025-10-17 15:00:00,105447.77,106208.0,105313.89,105869.14,0.44351
2025-10-17 15:30:00,106206.98,106734.82,105699.19,106734.82,0.47707
2025-10-17 16:00:00,106745.38,107486.53,106680.98,107101.0,0.69852
2025-10-17 16:30:00,106714.35,107098.81,106298.6,106298.6,0.29786
2025-10-17 17:00:00,106298.65,106713.82,106298.65,106616.88,0.04145
2025-10-17 17:30:00,106590.45,106711.78,106108.76,106709.43,0.25565
2025-10-17 18:00:00,106707.78,106926.72,106331.23,106899.98,0.5162
2025-10-17 18:30:00,106665.59,107072.53,106420.61,106629.61,0.3158
2025-10-17 19:00:00,106629.61,106899.46,106439.58,106439.58,0.0571
2025-10-17 19:30:00,106858.25,106858.25,106308.08,106622.99,0.12021
2025-10-17 20:00:00,106620.04,106999.99,106330.68,106999.99,0.21604
2025-10-17 20:30:00,107000.0,107140.14,106811.78,107138.45,0.37185
2025-10-17 21:00:00,107137.72,107419.76,106878.21,107419.76,0.09761
2025-10-17 21:30:00,107418.45,107458.91,107093.74,107458.0,0.10636
2025-10-17 22:00:00,107456.46,107456.46,107001.01,107001.04,0.1416
2025-10-17 22:30:00,107296.23,107296.23,106998.53,107120.93,0.02081
2025-10-17 23:00:00,107116.34,107116.34,106687.21,106687.21,0.04104
2025-10-17 23:30:00,106954.52,106954.52,106430.85,106721.75,0.12163
2025-10-18 00:00:00,106715.43,106715.43,106368.11,106667.64,0.08246
2025-10-18 00:30:00,106833.22,106961.32,106433.85,106935.44,0.03072
2025-10-18 01:00:00,106491.74,107151.93,106491.74,107151.93,0.08102
2025-10-18 01:30:00,107150.15,107282.75,106941.36,106941.36,0.00203
2025-10-18 02:00:00,107250.16,107312.48,106769.51,107197.72,0.05193
2025-10-18 02:30:00,107195.05,107195.05,106502.25,106505.62,0.01498
2025-10-18 03:00:00,106506.5,106880.44,106506.5,106880.43,0.01688
2025-10-18 03:30:00,106880.44,107087.03,106851.22,106870.41,0.00485
2025-10-18 04:00:00,106877.63,107083.01,106501.2,106513.66,0.02333
2025-10-18 04:30:00,106838.76,106838.76,106440.02,106440.07,0.00227
2025-10-18 05:00:00,106750.39,106750.39,106472.43,106472.43,0.0126
2025-10-18 05:30:00,106600.0,106801.84,106600.0,106801.84,0.03015
2025-10-18 06:00:00,106801.83,107015.42,106747.81,107002.66,0.19802
2025-10-18 06:30:00,106999.48,106999.48,106734.06,106964.96,0.02431
2025-10-18 07:00:00,106963.03,107385.82,106962.61,107322.36,0.30586
2025-10-18 07:30:00,107243.88,107243.88,106520.04,106520.04,0.08029
2025-10-18 08:00:00,107056.89,107056.89,107023.63,107023.63,0.00167
2025-10-18 08:30:00,106650.98,106967.38,106650.98,106967.38,0.02583
2025-10-18 09:00:00,106950.84,106950.84,106914.02,106914.02,0.00051
2025-10-18 09:30:00,106912.06,106936.88,106581.0,106936.88,0.02877
2025-10-18 10:00:00,106932.47,106932.48,106655.84,106655.84,0.00101
2025-10-18 10:30:00,106922.57,107086.86,106684.58,107086.22,0.0748
2025-10-18 11:00:00,107057.3,107057.3,106746.01,107019.89,0.00253
2025-10-18 11:30:00,107018.1,107087.08,106888.81,107087.08,0.01347
2025-10-18 12:00:00,107225.43,107336.41,106939.83,106939.83,1.15118
2025-10-18 12:30:00,106942.96,107307.08,106942.96,107240.63,0.20791
2025-10-18 13:00:00,107238.71,107238.71,106888.97,106893.61,0.02781
2025-10-18 13:30:00,106899.05,107129.99,106888.8,107093.12,0.02869
2025-10-18 14:00:00,107084.71,107084.71,106758.0,107025.32,0.02544
2025-10-18 14:30:00,106784.12,107170.63,106784.12,107153.38,0.00725
2025-10-18 15:00:00,107158.97,107169.08,106836.25,107155.63,0.01772
2025-10-18 15:30:00,106867.48,107149.52,106820.5,107102.51,0.01357
2025-10-18 16:00:00,107100.69,107100.69,106820.0,106941.31,1.05664
2025-10-18 16:30:00,106941.15,106941.15,106501.2,106852.23,0.34872
2025-10-18 17:00:00,106849.65,106949.87,106501.61,106949.84,0.08886
2025-10-18 17:30:00,106949.67,106949.67,106577.75,106943.12,0.06551
2025-10-18 18:00:00,106942.65,106942.78,106933.49,106933.49,0.01144
2025-10-18 18:30:00,106927.73,106927.73,106704.61,106725.07,0.05539
2025-10-18 19:00:00,106920.6,106942.11,106735.24,106942.11,0.00488
2025-10-18 19:30:00,106793.87,106950.0,106793.87,106950.0,0.05927
2025-10-18 20:00:00,106847.39,107203.42,106847.39,107167.02,0.00966
2025-10-18 20:30:00,107167.72,107309.95,107020.7,107279.36,0.00447
2025-10-18 21:00:00,107285.48,107285.48,106753.93,107216.49,0.01317
2025-10-18 21:30:00,107215.61,107215.61,107149.99,107149.99,0.14467
2025-10-18 22:00:00,107149.97,107309.76,107149.95,107153.28,0.16054
2025-10-18 22:30:00,107153.93,107307.35,107007.02,107007.02,0.15911
2025-10-18 23:00:00,107123.45,107234.23,106903.47,107221.82,0.00843
2025-10-18 23:30:00,107218.0,107218.0,106916.03,106959.99,0.01562
2025-10-19 00:00:00,107207.1,107234.09,106873.53,107231.27,0.52806
2025-10-19 00:30:00,107230.88,107230.88,106714.08,106723.61,0.2037
2025-10-19 01:00:00,106730.17,106976.91,106714.28,106733.87,0.06887
2025-10-19 01:30:00,106741.96,106992.62,106741.96,106989.86,0.01078
2025-10-19 02:00:00,107000.13,107116.02,106790.24,107110.04,0.11024
2025-10-19 02:30:00,106818.49,107101.75,106723.6,106727.21,0.09473
2025-10-19 03:00:00,107074.87,107231.74,106730.97,107231.74,0.02646
2025-10-19 03:30:00,107225.62,107233.76,106882.34,107229.99,0.16682
2025-10-19 04:00:00,107233.77,107332.98,106913.24,106921.18,0.32615
2025-10-19 04:30:00,107299.19,107299.19,106921.47,106921.47,0.00049
2025-10-19 05:00:00,107277.23,107277.23,106928.19,107000.0,0.01378
2025-10-19 05:30:00,107250.31,107250.31,106792.54,106792.54,0.10185
2025-10-19 06:00:00,107202.42,107202.42,106751.36,106752.47,0.01284
2025-10-19 06:30:00,107138.4,107138.4,106620.0,106620.52,0.54993
2025-10-19 07:00:00,106949.47,106949.47,106668.28,106668.59,0.00741
2025-10-19 07:30:00,106928.84,106928.84,106915.34,106915.34,0.01176
2025-10-19 08:00:00,106914.09,107087.08,106368.11,106809.67,1.18675
2025-10-19 08:30:00,106348.33,106400.56,106333.0,106333.0,0.03036
2025-10-19 09:00:00,106691.54,106691.54,106108.0,106108.0,0.63194
2025-10-19 09:30:00,106527.13,108162.05,106527.13,107385.89,0.48476
