Timestamp,Open,High,Low,Price,Volume
2025-10-11 18:30:00,112061.88,112061.92,111627.88,112059.25,0.19206
2025-10-11 19:00:00,112059.15,112059.15,111021.0,111562.99,0.47482
2025-10-11 19:30:00,111562.84,111562.92,110916.74,111307.39,0.20197
2025-10-11 20:00:00,111307.39,111515.85,110500.03,110500.03,0.30233
2025-10-11 20:30:00,110500.02,110816.18,109703.56,110296.19,1.03873
2025-10-11 21:00:00,110296.18,110750.32,109597.65,110750.32,0.64675
2025-10-11 21:30:00,110750.33,110950.82,110407.27,110600.6,0.30648
2025-10-11 22:00:00,110604.5,111111.06,110604.5,111050.17,1.56626
2025-10-11 22:30:00,111053.34,111264.63,110817.37,110817.37,0.58198
2025-10-11 23:00:00,110817.56,110817.86,110817.54,110817.54,0.01455
2025-10-11 23:30:00,110817.79,111157.49,110519.23,110519.44,0.21467
2025-10-12 00:00:00,110519.52,111029.43,109964.07,110418.24,0.16702
2025-10-12 00:30:00,110168.89,110443.98,109597.64,109700.0,0.82594
2025-10-12 01:00:00,109597.66,110070.9,109597.66,110056.92,0.04021
2025-10-12 01:30:00,110052.85,110274.67,109796.87,109844.74,0.29415
2025-10-12 02:00:00,109844.76,110485.44,109844.76,110071.53,0.26686
2025-10-12 02:30:00,110130.07,110747.33,109620.19,110071.11,0.21367
2025-10-12 03:00:00,109698.87,111293.25,109698.87,111133.73,0.08702
2025-10-12 03:30:00,111131.07,111190.13,110519.36,110519.36,0.21908
2025-10-12 04:00:00,110988.11,111143.21,110520.19,110783.07,0.04926
2025-10-12 04:30:00,111190.12,111765.71,110855.0,111759.47,0.19961
2025-10-12 05:00:00,111214.37,111754.69,111190.23,111195.09,0.01796
2025-10-12 05:30:00,111198.05,111791.62,111198.05,111791.32,0.11767
2025-10-12 06:00:00,111782.77,112064.4,111369.52,112064.4,0.54773
2025-10-12 06:30:00,111574.86,112075.52,111572.01,111995.15,0.03953
2025-10-12 07:00:00,111989.21,111989.21,111563.13,111563.13,0.0717
2025-10-12 07:30:00,111908.35,111908.35,111346.9,111347.94,0.00254
2025-10-12 08:00:00,111321.72,111844.87,111321.72,111388.46,0.00277
2025-10-12 08:30:00,111798.14,111798.14,111321.71,111321.71,0.04741
2025-10-12 09:00:00,111681.71,111681.71,111190.13,111238.86,0.04589
2025-10-12 09:30:00,111592.73,111806.64,111264.91,111806.45,0.07102
2025-10-12 10:00:00,111806.45,111963.78,111806.45,111957.03,0.01339
2025-10-12 10:30:00,111563.15,111865.0,111305.99,111307.31,0.0462
2025-10-12 11:00:00,111858.44,111858.44,111398.16,111848.24,0.00724
2025-10-12 11:30:00,111844.83,112076.46,111676.64,112072.88,0.16382
2025-10-12 12:00:00,112072.7,112178.23,111761.65,112176.66,0.4981
2025-10-12 12:30:00,112175.0,112175.0,111570.1,111570.8,0.06053
2025-10-12 13:00:00,111870.48,112036.62,111570.86,112030.81,0.11726
2025-10-12 13:30:00,111968.31,111968.31,111321.7,111321.7,0.5636
2025-10-12 14:00:00,111310.19,111627.82,111190.15,111622.23,0.13715
2025-10-12 14:30:00,111622.09,112884.45,111203.32,112445.89,1.39889
2025-10-12 15:00:00,112445.02,113684.95,112445.02,113365.6,0.54381
2025-10-12 15:30:00,113364.91,113365.6,112429.12,113316.24,1.63634
2025-10-12 16:00:00,113316.08,114286.46,113316.08,114044.82,1.01964
2025-10-12 16:30:00,114044.44,114663.12,113327.65,114351.13,1.22364
2025-10-12 17:00:00,114349.41,114547.1,113967.87,114545.99,0.1527
2025-10-12 17:30:00,114217.01,114504.59,113581.7,113961.57,0.18041
2025-10-12 18:00:00,113959.21,114284.28,113620.01,114256.53,0.17576
2025-10-12 18:30:00,114256.26,114256.26,113545.15,114007.13,0.13096
2025-10-12 19:00:00,114006.5,114394.19,113613.14,114391.87,0.17616
2025-10-12 19:30:00,114391.7,114427.3,113987.54,113990.7,0.07715
2025-10-12 20:00:00,114426.63,115259.1,113992.93,114875.64,0.55631
2025-10-12 20:30:00,114875.88,115392.89,114875.88,115343.3,0.28143
2025-10-12 21:00:00,115343.54,115499.98,114690.18,114797.48,0.2287
2025-10-12 21:30:00,115115.63,115115.63,114304.55,114910.03,0.1381
2025-10-12 22:00:00,114920.07,115685.35,114920.07,115185.38,0.22766
2025-10-12 22:30:00,115162.49,115666.1,115036.27,115608.52,0.52261
2025-10-12 23:00:00,115607.65,115607.65,114836.25,115292.88,0.11482
2025-10-12 23:30:00,115293.17,115583.48,114909.07,115252.21,0.04671
2025-10-13 00:00:00,114910.0,115804.89,114798.62,115296.03,0.21219
2025-10-13 00:30:00,115296.04,115664.87,114995.5,115021.95,0.06618
2025-10-13 01:00:00,115022.26,115652.65,115022.26,115652.42,0.05733
2025-10-13 01:30:00,115652.41,115730.47,115253.1,115730.47,0.01055
2025-10-13 02:00:00,115730.5,115876.47,115015.85,115016.55,0.14546
2025-10-13 02:30:00,115418.84,115582.91,115035.65,115571.34,0.93898
2025-10-13 03:00:00,115559.78,115641.71,115000.18,115001.51,0.07582
2025-10-13 03:30:00,115002.12,115285.58,114705.19,114705.19,0.7119
2025-10-13 04:00:00,115056.65,115056.65,114686.91,114686.91,0.08914
2025-10-13 04:30:00,114686.91,114994.29,114427.79,114536.76,0.10321
2025-10-13 05:00:00,114729.69,114889.03,114428.4,114441.88,0.00907
2025-10-13 05:30:00,114863.37,114863.37,114446.0,114525.0,0.00714
2025-10-13 06:00:00,114803.85,115225.97,114446.06,114680.64,0.40805
2025-10-13 06:30:00,114680.73,115377.36,114680.73,114927.93,0.03988
2025-10-13 07:00:00,114958.26,115500.0,114958.26,115500.0,0.06078
2025-10-13 07:30:00,115500.01,115582.88,115245.76,115429.07,0.17766
2025-10-13 08:00:00,115421.84,115421.84,115089.88,115095.73,0.00093
2025-10-13 08:30:00,114933.79,115559.37,114933.79,114983.52,0.02576
2025-10-13 09:00:00,114984.21,115524.06,114797.48,114797.5,0.05517
2025-10-13 09:30:00,115014.29,115203.38,114815.88,115203.32,0.06738
2025-10-13 10:00:00,114830.35,115195.02,114802.29,115177.31,0.01678
2025-10-13 10:30:00,115175.04,115175.04,114755.82,115012.88,0.05029
2025-10-13 11:00:00,114754.77,115006.81,113843.34,113843.34,0.18627
2025-10-13 11:30:00,114288.2,114511.8,113843.51,114376.31,0.10426
2025-10-13 12:00:00,114375.89,114490.92,113976.6,114490.0,0.04146
2025-10-13 12:30:00,114489.92,114686.57,114357.18,114686.28,0.01234
2025-10-13 13:00:00,114686.11,114686.35,114266.77,114664.11,0.58908
2025-10-13 13:30:00,114659.04,115486.24,114547.17,115291.71,2.54395
2025-10-13 14:00:00,115291.7,115377.94,114222.75,114222.75,0.86852
2025-10-13 14:30:00,114209.55,114754.44,113866.01,113875.03,1.22628
2025-10-13 15:00:00,114304.78,114663.52,113876.29,114175.02,0.83103
2025-10-13 15:30:00,114176.13,114666.64,114176.13,114664.21,0.03745
2025-10-13 16:00:00,114178.97,115258.95,114178.97,114547.17,0.06475
2025-10-13 16:30:00,114427.5,114724.25,114337.4,114724.17,0.08612
2025-10-13 17:00:00,114806.85,114920.17,114343.42,114343.42,0.06223
2025-10-13 17:30:00,114814.81,114920.11,114235.84,114920.11,0.27702
2025-10-13 18:00:00,114920.1,115293.18,114662.82,115292.06,0.18296
2025-10-13 18:30:00,115291.29,115349.14,114921.7,114926.29,0.01651
2025-10-13 19:00:00,115347.99,115659.88,114927.04,115659.84,0.03393
2025-10-13 19:30:00,115659.82,115804.89,115315.13,115804.88,0.07268
2025-10-13 20:00:00,115804.66,115851.85,115318.8,115800.0,0.04316
2025-10-13 20:30:00,115329.74,115654.82,115315.86,115651.84,0.12444
2025-10-13 21:00:00,115651.84,115799.87,115393.05,115736.04,0.02898
2025-10-13 21:30:00,115500.0,115788.41,115500.0,115777.32,0.0036
2025-10-13 22:00:00,115799.28,115799.28,115500.81,115798.81,0.02118
2025-10-13 22:30:00,115583.33,115798.18,115315.93,115328.7,0.11593
2025-10-13 23:00:00,115499.97,115555.51,115315.87,115315.87,0.03135
2025-10-13 23:30:00,115548.06,115548.14,115061.42,115290.6,0.06128
2025-10-14 00:00:00,115285.38,115300.0,115077.56,115300.0,0.07165
2025-10-14 00:30:00,115080.67,115300.0,114920.19,115241.14,0.22054
2025-10-14 01:00:00,114920.26,115228.82,114500.01,114938.78,0.13359
2025-10-14 01:30:00,114500.31,114915.25,114174.32,114174.4,0.08538
2025-10-14 02:00:00,114530.72,114530.72,114000.0,114318.56,0.03983
2025-10-14 02:30:00,114301.07,114301.07,113682.91,113931.16,0.05585
2025-10-14 03:00:00,113682.91,113847.37,113246.01,113459.89,1.20416
2025-10-14 03:30:00,113350.0,113600.0,113307.99,113324.49,0.0737
2025-10-14 04:00:00,113596.85,113596.85,113205.03,113212.86,0.4224
2025-10-14 04:30:00,113213.43,113542.26,112867.39,112867.69,0.97012
2025-10-14 05:00:00,112867.75,113641.65,112867.47,113097.34,0.17995
2025-10-14 05:30:00,113429.93,113429.93,112296.67,112610.42,1.40881
2025-10-14 06:00:00,112301.55,112681.59,112225.3,112662.52,0.12205
2025-10-14 06:30:00,112225.6,112562.9,111414.81,111936.14,0.47202
2025-10-14 07:00:00,112172.79,112178.16,111563.16,111820.42,0.18466
2025-10-14 07:30:00,112168.12,112168.12,111563.13,111884.95,0.02823
2025-10-14 08:00:00,111416.19,111936.14,111416.19,111936.14,0.07963
2025-10-14 08:30:00,112175.28,112175.29,111587.77,111727.65,0.00427
2025-10-14 09:00:00,111728.24,112109.56,111652.99,111755.0,0.03878
2025-10-14 09:30:00,111612.38,111612.38,111136.7,111136.7,0.19369
2025-10-14 10:00:00,111549.43,111549.43,110623.01,110623.01,0.40657
2025-10-14 10:30:00,110578.0,110792.74,110125.0,110234.92,0.19126
2025-10-14 11:00:00,110258.96,111563.12,110258.96,111563.12,0.20059
2025-10-14 11:30:00,111562.91,111637.35,111215.57,111240.16,0.22812
2025-10-14 12:00:00,111240.26,111618.65,110950.9,111326.84,0.02698
2025-10-14 12:30:00,110962.27,111304.63,110757.52,110757.52,0.39849
2025-10-14 13:00:00,111162.35,111162.35,110400.01,110816.66,0.03525
2025-10-14 13:30:00,110816.62,111292.37,109843.95,110648.09,1.60439
2025-10-14 14:00:00,111161.24,112155.6,111160.93,112107.23,0.38978
2025-10-14 14:30:00,111563.47,112177.64,111414.81,111783.26,0.15759
2025-10-14 15:00:00,111781.67,111781.67,111108.55,111561.28,0.23072
2025-10-14 15:30:00,111563.0,112820.68,111275.48,112820.68,0.16162
2025-10-14 16:00:00,112837.13,113166.89,112309.18,112893.25,0.10884
2025-10-14 16:30:00,112777.4,112880.9,112251.72,112251.72,0.10383
2025-10-14 17:00:00,112199.68,112888.87,111735.6,112482.08,0.16058
2025-10-14 17:30:00,112485.67,112888.83,112485.67,112887.54,0.03114
2025-10-14 18:00:00,112522.63,113379.71,112522.63,113038.42,0.26051
2025-10-14 18:30:00,113399.24,113399.24,112682.43,112682.43,0.04065
2025-10-14 19:00:00,113126.13,113428.15,112781.07,113090.14,0.06422
2025-10-14 19:30:00,113427.9,113428.12,112011.58,112386.38,0.14948
2025-10-14 20:00:00,112388.91,112888.08,112309.14,112683.11,0.07891
