Date,Price
2023-01-13,18.29
2023-01-14,24.24
2023-01-15,22.88
2023-01-16,23.58
2023-01-17,22.89
2023-01-18,20.81
2023-01-19,21.4
2023-01-20,25.54
2023-01-21,24.57
2023-01-22,24.22
2023-01-23,24.35
2023-01-24,22.77
2023-01-25,24.51
2023-01-26,24.35
2023-01-27,24.44
2023-01-28,24.01
2023-01-29,26.08
2023-01-30,23.97
2023-01-31,23.93
2023-02-01,25.0
2023-02-02,24.32
2023-02-03,24.68
2023-02-04,24.36
2023-02-05,23.49
2023-02-06,22.69
2023-02-07,23.84
2023-02-08,23.22
2023-02-09,20.47
2023-02-10,20.13
2023-02-11,20.82
2023-02-12,21.51
2023-02-13,20.78
2023-02-14,21.85
2023-02-15,23.87
2023-02-16,22.26
2023-02-17,23.17
2023-02-18,23.47
2023-02-19,24.85
2023-02-20,26.26
2023-02-21,24.98
2023-02-22,24.17
2023-02-23,23.92
2023-02-24,23.08
2023-02-25,22.4
2023-02-26,23.28
2023-02-27,22.67
2023-02-28,21.88
2023-03-01,22.51
2023-03-02,21.99
2023-03-03,21.42
2023-03-04,20.99
2023-03-05,20.97
2023-03-06,20.62
2023-03-07,20.24
2023-03-08,18.42
2023-03-09,17.35
2023-03-10,18.24
2023-03-11,18.21
2023-03-12,20.32
2023-03-13,20.47
2023-03-14,20.93
2023-03-15,19.32
2023-03-16,19.72
2023-03-17,21.65
2023-03-18,21.26
2023-03-19,21.91
2023-03-20,22.2
2023-03-21,22.61
2023-03-22,21.46
2023-03-23,22.21
2023-03-24,20.68
2023-03-25,20.44
2023-03-26,20.96
2023-03-27,19.9
2023-03-28,20.45
2023-03-29,21.1
2023-03-30,20.55
2023-03-31,21.18
2023-04-01,21.09
2023-04-02,20.53
2023-04-03,20.46
2023-04-04,20.92
2023-04-05,20.97
2023-04-06,20.62
2023-04-07,20.45
2023-04-08,20.04
2023-04-09,20.3
2023-04-10,20.92
2023-04-11,23.01
2023-04-12,23.82
2023-04-13,24.46
2023-04-14,24.74
2023-04-15,24.07
2023-04-16,25.37
2023-04-17,24.59
2023-04-18,24.83
2023-04-19,22.69
2023-04-20,22.2
2023-04-21,21.26
2023-04-22,21.8
2023-04-23,21.47
2023-04-24,21.39
2023-04-25,21.94
2023-04-26,21.28
2023-04-27,22.33
2023-04-28,23.36
2023-04-29,23.2
2023-04-30,22.73
2023-05-01,21.97
2023-05-02,22.27
2023-05-03,22.24
2023-05-04,21.74
2023-05-05,22.85
2023-05-06,21.97
2023-05-07,21.7
2023-05-08,20.69
2023-05-09,20.69
2023-05-10,20.94
2023-05-11,20.2
2023-05-12,20.92
2023-05-13,20.85
2023-05-14,20.94
2023-05-15,20.99
2023-05-16,20.68
2023-05-17,21.06
2023-05-18,20.34
2023-05-19,20.35
2023-05-20,20.28
2023-05-21,19.62
2023-05-22,19.53
