Timestamp,Price
2024-04-22 15:02:55,153.1991890179679
2024-04-22 16:00:55,153.41088971358732
2024-04-22 17:04:01,153.5528287090835
2024-04-22 18:01:50,155.2287153356445
2024-04-22 19:01:02,154.11628589179665
2024-04-22 20:02:25,154.63530174046346
2024-04-22 21:03:59,154.6296512194812
2024-04-22 22:03:08,155.67862034438872
2024-04-22 23:02:52,158.0498027725669
2024-04-23 00:05:20,157.02538095998767
2024-04-23 00:10:47,157.26244958294757
2024-04-23 00:15:52,157.55989569201782
2024-04-23 00:20:53,157.71804697834938
2024-04-23 00:25:12,157.887584826499
2024-04-23 00:30:14,157.80821823221467
2024-04-23 00:35:22,158.24835698733784
2024-04-23 00:41:25,158.71412676863883
2024-04-23 00:45:11,158.4502026999098
2024-04-23 00:51:39,158.6039090705024
2024-04-23 00:55:30,158.83298566388368
2024-04-23 01:01:07,158.8886325214863
2024-04-23 01:05:27,159.02309012839964
2024-04-23 01:10:30,158.48943984717542
2024-04-23 01:15:13,158.58093469830516
2024-04-23 01:20:57,158.24691304309454
2024-04-23 01:25:42,157.920156248323
2024-04-23 01:30:20,158.11357487338228
2024-04-23 01:36:29,157.98286448653977
2024-04-23 01:40:28,158.06943185673217
2024-04-23 01:45:37,158.10555145199845
2024-04-23 01:50:47,157.98230933696036
2024-04-23 01:55:22,157.9819080066995
2024-04-23 02:01:01,157.7326362788497
2024-04-23 02:05:55,157.7994157660299
2024-04-23 02:11:06,158.022501429269
2024-04-23 02:16:09,158.28564943370034
2024-04-23 02:20:39,158.1860153932568
2024-04-23 02:25:18,158.18313044409874
2024-04-23 02:31:01,158.24607667028738
2024-04-23 02:35:22,158.34499877892273
2024-04-23 02:41:26,158.16023303415403
2024-04-23 02:45:34,158.16728013634494
2024-04-23 02:50:58,158.18448051399608
2024-04-23 02:56:21,157.74041763324965
2024-04-23 03:01:31,157.34700928011534
2024-04-23 03:06:30,157.7498074621513
2024-04-23 03:10:50,157.42908267798103
2024-04-23 03:16:27,157.51827939243455
2024-04-23 03:20:59,157.37203179070386
2024-04-23 03:25:30,157.17841144536575
2024-04-23 03:30:18,156.98437738935363
2024-04-23 03:35:27,156.42104014139895
2024-04-23 03:41:44,156.09620284971268
2024-04-23 03:45:25,156.27734800651584
2024-04-23 03:50:30,155.99542058485113
2024-04-23 03:55:32,155.66228341329094
