Timestamp,Price
2024-04-22 13:05:05,3207.9606098286026
2024-04-22 14:00:27,3193.517545404134
2024-04-22 15:02:47,3181.5536396047532
2024-04-22 16:00:32,3183.99477115995
2024-04-22 17:01:07,3186.1563283533915
2024-04-22 18:02:37,3198.4870117852174
2024-04-22 19:02:37,3192.8885792282645
2024-04-22 20:03:12,3191.6564131232126
2024-04-22 21:03:24,3190.3259935491114
2024-04-22 22:03:07,3199.658417616879
2024-04-22 23:01:32,3218.903274136956
2024-04-23 00:02:57,3200.8170529979875
2024-04-23 00:30:19,3205.104973294204
2024-04-23 00:36:22,3214.0982808157264
2024-04-23 00:40:41,3215.832139900247
2024-04-23 00:45:51,3213.8086157365824
2024-04-23 00:51:43,3212.7014100703527
2024-04-23 00:55:33,3216.1902478708953
2024-04-23 01:01:16,3219.9285044919716
2024-04-23 01:05:32,3223.265627396441
2024-04-23 01:11:23,3217.596059086519
2024-04-23 01:15:53,3218.841853326558
2024-04-23 01:21:12,3214.972787085923
2024-04-23 01:26:14,3212.637622512455
2024-04-23 01:30:05,3213.70154103217
2024-04-23 01:35:04,3213.312672203953
2024-04-23 01:40:25,3212.9869992837325
2024-04-23 01:46:04,3212.110842140735
2024-04-23 01:51:13,3207.6785108236027
2024-04-23 01:55:13,3207.34314713573
2024-04-23 02:01:20,3206.5730050048096
2024-04-23 02:05:50,3212.218179781398
2024-04-23 02:11:43,3214.3656477798213
2024-04-23 02:15:37,3216.9064440829757
2024-04-23 02:20:49,3214.6340557055714
2024-04-23 02:26:27,3214.0004044474044
2024-04-23 02:30:08,3213.777139847105
2024-04-23 02:36:25,3211.804490240811
2024-04-23 02:41:23,3209.8013164318213
2024-04-23 02:45:24,3208.888908290932
2024-04-23 02:50:42,3208.2923538727046
2024-04-23 02:55:24,3202.958868868757
2024-04-23 03:00:22,3193.4279327995364
2024-04-23 03:05:49,3199.864164418946
2024-04-23 03:11:33,3200.6579955977554
2024-04-23 03:15:52,3200.763945483403
2024-04-23 03:20:28,3201.2626779546563
2024-04-23 03:25:27,3197.413623911221
2024-04-23 03:30:02,3197.7867338273527
2024-04-23 03:35:03,3191.7839596108147
2024-04-23 03:40:42,3188.873876222166
2024-04-23 03:45:53,3189.540713537023
2024-04-23 03:50:23,3189.864581474945
2024-04-23 03:56:19,3186.4858874390884
2024-04-23 04:01:55,3184.2328986057078
2024-04-23 04:05:35,3188.923568448421
2024-04-23 04:11:27,3189.4878130185066
2024-04-23 04:15:27,3191.1288338891636
2024-04-23 04:21:13,3192.3153956804804
2024-04-23 04:26:03,3190.3483459580093
2024-04-23 04:31:24,3187.8443261306365
2024-04-23 04:36:02,3190.7068436848426
2024-04-23 04:40:46,3192.702452198635
2024-04-23 04:46:11,3189.9192003816424
2024-04-23 04:50:39,3182.763954172658
2024-04-23 04:55:15,3176.805969302833
2024-04-23 05:01:19,3175.760327562802
2024-04-23 05:05:33,3181.450789050532
2024-04-23 05:10:30,3180.9988926652104
2024-04-23 05:16:28,3180.469444229665
2024-04-23 05:20:20,3178.3452242645826
2024-04-23 05:25:29,3177.228291998645
2024-04-23 05:30:06,3182.471385878913
2024-04-23 05:35:32,3187.0884352104454
