Date,Price
2024-02-09 05:00:00,2453.11
2024-02-09 06:00:00,2448.66
2024-02-09 07:00:00,2453.16
2024-02-09 08:00:00,2475.67
2024-02-09 09:00:00,2466.81
2024-02-09 10:00:00,2474.31
2024-02-09 11:00:00,2503.27
2024-02-09 12:00:00,2514.11
2024-02-09 13:00:00,2512.7
2024-02-09 14:00:00,2494.45
2024-02-09 15:00:00,2495.19
2024-02-09 16:00:00,2486.81
2024-02-09 17:00:00,2498.0
2024-02-09 18:00:00,2502.28
2024-02-09 19:00:00,2486.89
2024-02-09 20:00:00,2491.17
2024-02-09 21:00:00,2504.49
2024-02-09 22:00:00,2496.39
2024-02-09 23:00:00,2487.62
2024-02-10 00:00:00,2487.24
2024-02-10 01:00:00,2499.49
2024-02-10 02:00:00,2507.14
2024-02-10 03:00:00,2513.42
2024-02-10 04:00:00,2507.98
2024-02-10 05:00:00,2505.71
2024-02-10 06:00:00,2505.95
2024-02-10 07:00:00,2496.86
2024-02-10 08:00:00,2487.39
2024-02-10 09:00:00,2489.33
2024-02-10 10:00:00,2476.24
2024-02-10 11:00:00,2484.75
2024-02-10 12:00:00,2489.47
2024-02-10 13:00:00,2491.24
2024-02-10 14:00:00,2493.47
2024-02-10 15:00:00,2491.46
2024-02-10 16:00:00,2492.49
2024-02-10 17:00:00,2485.85
2024-02-10 18:00:00,2492.15
2024-02-10 19:00:00,2498.11
2024-02-10 20:00:00,2506.92
2024-02-10 21:00:00,2511.51
2024-02-10 22:00:00,2497.1
2024-02-10 23:00:00,2500.87
2024-02-11 00:00:00,2504.66
2024-02-11 01:00:00,2507.94
2024-02-11 02:00:00,2506.98
2024-02-11 03:00:00,2529.62
2024-02-11 04:00:00,2518.48
2024-02-11 05:00:00,2524.48
2024-02-11 06:00:00,2531.62
2024-02-11 07:00:00,2528.89
2024-02-11 08:00:00,2525.51
2024-02-11 09:00:00,2524.47
2024-02-11 10:00:00,2522.78
2024-02-11 11:00:00,2532.47
